Observation id	Daniel_Dyad10_A1B							
								
Media file(s)								
								
Player #1	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4							
Player #1	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4							
Player #1	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX030538.MP4							
Player #1	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX040538.MP4							
Player #1	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX050538.MP4							
								
Observation date	2023-05-04 14:18:35							
								
Description								
								
Time offset (s)	0.000							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
14.876	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Bite	Aggressive		POINT
14.876	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
19.173	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
23.377	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
65.883	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Entry /Exit Pot	Reproductive		POINT
128.033	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
175.372	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Bite	Aggressive		POINT
176.327	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Bite	Aggressive		POINT
176.390	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
255.910	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Bite	Aggressive		POINT
256.913	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
256.913	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
259.160	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
262.538	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
262.538	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
265.657	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
265.657	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
286.661	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
300.370	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
320.221	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
322.331	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
322.331	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
364.836	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
370.503	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Bite	Aggressive		POINT
370.781	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
374.754	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
418.676	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
418.676	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
426.102	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
426.102	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
467.557	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
470.391	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Bite	Aggressive		POINT
474.627	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
476.766	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
476.766	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
478.892	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
483.851	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
484.388	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
488.101	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
490.891	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Bite	Aggressive		POINT
494.150	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
503.161	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
514.167	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
514.167	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
519.980	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
523.101	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
524.939	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
566.074	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
566.074	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
568.153	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
575.883	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
582.321	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Bite	Aggressive		POINT
586.572	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
599.323	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Bite	Aggressive		POINT
617.034	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
617.034	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
618.021	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
622.701	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
648.049	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
653.163	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
653.163	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
656.705	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
660.956	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
663.789	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
666.623	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
682.208	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
682.208	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
694.402	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX010538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
710.543	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
711.960	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
711.962	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
715.502	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Bite	Aggressive		POINT
721.169	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
722.586	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
730.879	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
748.798	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
760.133	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
782.094	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Bite	Aggressive		POINT
783.510	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
783.510	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
789.886	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Bite	Aggressive		POINT
942.197	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
944.097	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
947.572	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
953.948	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
966.565	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Foraging	Other		POINT
992.113	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
992.113	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
996.745	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
998.870	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
1006.663	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
1008.080	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Bite	Aggressive		POINT
1011.622	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
1012.418	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Bite	Aggressive		POINT
1017.289	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
1020.123	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
1026.066	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Foraging	Other		POINT
1026.499	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
1068.004	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Male	Aggressive		POINT
1068.004	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Flee	Other		POINT
1080.737	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
1090.562	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Foraging	Other		POINT
1092.248	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
1098.049	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Bite	Aggressive		POINT
1102.300	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
1110.066	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Foraging	Other		POINT
1128.511	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
1129.928	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
1130.636	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
1131.345	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Chases Female	Aggressive		POINT
1149.055	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Dig Pot/Substrate	Reproductive		POINT
1149.811	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Foraging	Other		POINT
1163.817	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Foraging	Other		POINT
1181.066	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Dominant	Foraging	Other		POINT
1195.811	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230313_Dyad10/Blue/A1B/Videos/GX020538.MP4	3418.080	59.94	Subordinate	Chases Female	Aggressive		POINT
