Observation id	Dyad12.A2D.AC							
								
Media file(s)								
								
Player #1	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4							
Player #1	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4							
Player #1	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX030540.MP4							
								
Observation date	2024-01-22 16:02:22							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
910.811	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1047.943	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1050.447	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1063.708	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1072.813	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1078.972	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1082.219	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1085.970	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1100.719	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1179.224	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1195.580	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1198.330	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1202.831	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1258.081	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases male	Aggressive		POINT
1259.899	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1265.081	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1275.584	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1278.581	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1283.334	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1287.584	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1290.438	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1291.831	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1294.435	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1310.084	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
1317.084	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX010540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1377.730	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Foraging	Other		START
1383.022	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1483.275	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1485.524	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1486.635	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1487.634	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1490.618	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1553.639	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1672.640	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Foraging	Other		STOP
1688.829	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Chases female	Aggressive		POINT
1695.337	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1696.589	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1697.338	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1700.837	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1704.838	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1720.339	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1721.087	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1722.614	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1723.589	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases male	Aggressive		POINT
1731.117	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1732.338	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1732.616	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
1733.087	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1735.618	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1738.118	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases male	Aggressive		POINT
1739.588	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1740.339	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Foraging	Other		START
1793.944	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1797.843	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1806.343	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1806.941	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1810.191	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1811.444	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1817.194	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1820.694	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1825.194	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1828.944	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1831.194	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1842.442	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1936.694	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Entry/exit pot	Reproductive		POINT
1952.743	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
1961.246	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Chases female	Aggressive		POINT
1966.849	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Entry/exit pot	Reproductive		POINT
1968.997	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1969.616	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases male	Aggressive		POINT
1969.860	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1970.616	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
1971.359	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1986.870	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
1987.110	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1989.620	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
1990.110	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1990.370	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
1991.370	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
1992.619	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
1993.113	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1994.870	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
1995.365	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1995.870	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
1996.610	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1997.122	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases male	Aggressive		POINT
1998.613	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
1999.871	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2001.871	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2005.622	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2140.883	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Foraging	Other		START
2154.883	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Foraging	Other		STOP
2212.360	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
2213.883	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2319.630	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2322.876	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
2345.047	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
2352.983	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
2502.128	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite female	Reproductive		POINT
2562.630	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Foraging	Other		START
2597.995	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases male	Aggressive		POINT
2599.493	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
2599.494	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Bite	Aggressive		POINT
2602.242	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Subordinate	Flee	Other		POINT
2602.244	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX020540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2680.719	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX030540.MP4	3910.670	29.97	Subordinate	Bite female	Reproductive		POINT
2755.647	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX030540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2757.397	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX030540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2759.897	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX030540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2760.397	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX030540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
2761.647	C:/Users/qbiol/Dropbox (Queens College)/2023/Dyad/230524_Dyad 12/Yellow/A2D/Videos/GX030540.MP4	3910.670	29.97	Dominant	Chases female	Aggressive		POINT
